error_code,action_code,message_ko,message_en
4086,0,NFT 리스트 호출에서 캐릭터 메일 아이템 생성에 실패했습니다.,Failed to create character mail item in NFT list call.
4087,0,NFT 리스트 호출에서 파트너 정보를 찾을 수 없습니다.,Unable to find Partner information in NFT list call.
4088,0,NFT 리스트 호출에서 파트너 메일 아이템 생성에 실패했습니다.,Failed to create partner mail item in NFT list call.
4089,0,NFT 리스트 호출에서 아이템 메일 아이템 생성에 실패했습니다.,Failed to create item mail item in NFT list call.
4090,0,NFT 들여오기에서 ID 타입이 맞지 않습니다.,ID type is incorrect in NFT import.
4091,0,NFT 들여오기에서 deposit API response가 올바르지 않습니다.,The deposit API response is incorrect in NFT import.
4092,0,NFT 들여오기에서 NFT 정보를 가져올 수 없습니다.,Unable to import NFT information from NFT import.
4093,0,NFT 들여오기에서 NFT 데이터 업데이트에 실패했습니다.,Failed to update NFT data in NFT import.
4094,0,지갑이 유효하지 않습니다.,The wallet is invalid.
4095,0,유저 정보를 찾을 수 없습니다.,User information cannot be found.
4096,0,캐릭터가 존재하지 않습니다.,Character does not exist.
4097,0,파트너가 존재하지 않습니다.,Partner does not exist.
4098,0,파트너 데이터를 찾을 수 없습니다.,Partner data cannot be found.
4099,0,NFT 발행에 실패 했습니다.,Failed to NFT issuance.
4100,1,시스템 에러가 발생했습니다.,A system error occurred.
4101,1,시스템 에러가 발생했습니다.,A system error occurred.
4102,0,NFT 발행에 실패 했습니다.,Failed to issue NFT.
4103,0,특수문자가 포함된 닉네임은 계정연동이 불가능합니다. 닉네임 변경을 해주세요,A nickname containing special characters cannot be linked to your account. Please change your nickname.
4104,0,지갑이 유효하지 않습니다.,The wallet is invalid.
4105,0,지갑 주소를 입력해 주세요.,Please enter your wallet address.
4106,0,1일 한도를 초과 했습니다,You have exceeded the daily limit.
4107,0,버전 정보를 찾을 수 없습니다.,Version information cannot be found.
4108,0,아이템 데이터를 찾을 수 없습니다.,Item data cannot be found.
4109,0,아이템 데이터를 찾을 수 없습니다.,Item data cannot be found.
4110,0,버전 정보를 찾을 수 없습니다.,Version information cannot be found.
4111,0,버전 정보를 찾을 수 없습니다.,Version information cannot be found.
4112,0,임무 수행 중인 캐릭터는 NFT 내보내기를 할 수 없습니다.,A character on a mission cannot export NFTs.
4113,0,임무 수행 중인 동료는 NFT 내보내기를 할 수 없습니다.,A partner on a mission cannot export NFTs.
5000,1,유저 정보를 확인할 수 없습니다.,User information cannot be verified.
5001,0,메일 정보를 찾을 수 없습니다.,Mail information cannot be found.
5002,0,메일 아이템 정보를 찾을 수 없습니다.,Mail item information cannot be found.
5003,0,메일 정보를 찾을 수 없습니다.,Mail information cannot be found.
5004,0,메일 정보를 찾을 수 없습니다.,Mail information cannot be found.
5005,0,메일이 존재하지 않습니다.,A mail does not exist.
5006,0,메일 정보를 찾을 수 없습니다.,Mail information cannot be found.
5007,0,메일 정보를 찾을 수 없습니다.,Mail information cannot be found.
5008,0,메일이 존재하지 않습니다.,A mail does not exist.
5010,0,메일 정보를 찾을 수 없습니다.,Mail information cannot be found.
5011,0,메일의 만료기간이 지났습니다.,The mail has expired.
5012,0,메일 아이템 정보를 찾을 수 없습니다.,Mail item information cannot be found.
5013,0,메일 아이템이 존재하지 않습니다.,Mail item does not exist.
5020,1,유저 정보를 확인할 수 없습니다.,User information cannot be verified.
5021,0,이미 메일을 받았습니다.,The mail has already been received.
5022,0,메일의 만료기간이 지났습니다.,The mail has expired.
5023,0,메일 아이템 정보를 찾을 수 없습니다.,Mail item information cannot be found.
5024,0,메일 아이템이 존재하지 않습니다.,Mail item does not exist.
5025,0,잘못된 메일 정보입니다.,Mail information is incorrect.
5026,0,아이템 받기에 실패하였습니다.,Failed to receive the item.
5030,1,유저 정보를 확인할 수 없습니다.,User information cannot be verified.
5031,0,메일 확인을 할 수 없습니다,Unable to check mail
5032,0,잘못된 요청 입니다.,Invalid request
5033,0,잘못된 요청 입니다.,Invalid request
5034,0,메일에 아이템이 있습니다.,The item is in the mail.
6000,0,미션 데이터를 찾을 수 없습니다.,Mission data cannot be found.
6001,0,수행하려는 미션 정보가 없습니다.,There is no mission information to perform.
6002,0,이미 진행중인 미션입니다.,The mission is already in progress.
6003,0,캐릭터 정보를 찾을 수 없습니다.,Character information cannot be found.
6004,0,파트너 정보를 찾을 수 없습니다.,Partner information cannot be found.
6005,0,미션 수행에 필요한 캐릭터가 없습니다.,You don't have the required character for a mission.
6006,0,미션 수행에 필요한 파트너가 없습니다.,You don't have the required partner for a mission.
6007,0,캐릭터와 동료만 임무 수행이 가능합니다.,Only character and partner can carry out a mission.
6008,0,미션 데이터를 찾을 수 없습니다.,Mission data cannot be found.
6009,0,수행하려는 미션 정보가 없습니다.,There is no mission information to perform.
6010,0,종료된 미션만 완료가 가능합니다.,Only closed missions can be completed.
6011,0,데이터에 존재하지 않은 미션입니다.,The mission does not exist in the data.
6012,0,아직 종료되지 않는 미션입니다.,The mission has not yet ended.
6013,0,캐릭터 정보를 찾을 수 없습니다.,Character information cannot be found.
6014,0,미션 수행에 필요한 캐릭터가 없습니다.,You don't have the required character for a mission.
6015,0,파트너 정보를 찾을 수 없습니다.,Partner information cannot be found.
6016,0,미션 수행에 필요한 파트너가 없습니다.,You don't have the required partner for a mission.
6017,0,미션 데이터를 찾을 수 없습니다.,Mission data cannot be found.
6018,0,이미 미션을 수행중인 캐릭터 입니다.,The character is already on the mission.
6019,0,이미 미션을 수행중인 동료 입니다.,The partner is already on the mission.
6020,0,미션이 새롭게 갱신되었습니다.,The mission has been updated.
6021,0,이미 완료된 미션입니다.,The mission has already been completed.
6100,0,뽑기 정보를 찾을 수 없습니다.,Drawing lot information cannot be found.
6101,0,뽑기 데이터를 찾을 수 없습니다.,Drawing lot data cannot be found.
6102,0,뽑기 보상 데이터를 찾을 수 없습니다.,Reward data of Drawing lot cannot be found.
6103,0,뽑기 보상 데이터를 찾을 수 없습니다.,Reward data of Drawing lot cannot be found.
6104,0,유저의 뽑기 보상 데이터를 찾을 수 없습니다.,User's reward data of Drawing lot cannot be found.
6105,0,뽑기 정보를 찾을 수 없습니다.,Drawing lot information cannot be found.
6106,0,현재 진행중인 뽑기 이벤트가 없습니다.,There is no Drawing event in progress.
6107,0,잘못된 요청입니다.,Invalid request.
6108,0,유저의 아이템 정보를 찾을 수 없습니다.,User's item information cannot be found.
6109,0,이벤트 뽑기권이 없습니다.,There is no event ticket for Drawing lot.
6110,0,이벤트 뽑기권이 부족합니다.,Not enough event tickets for Drawing lot 
6111,0,이벤트 뽑기권이 부족합니다.,Not enough event tickets for Drawing lot 
6112,0,뽑기 보상 정보를 찾을 수 없습니다.,Reward information of Drawing lot cannot be found.
6113,0,뽑기 보상 정보를 찾을 수 없습니다.,Reward information of Drawing lot cannot be found.
6200,0,프로필 데이터를 찾을 수 없습니다.,Can not found profile data.
6201,0,유저 프로필 데이터를 찾을 수 없습니다.,Can not found user profile data.
6202,0,보유하고 있지 않은 프로필 입니다.,Doesn't have this profile.
9000,0,선언되지 않은 파라미터가 있습니다.,An undeclared parameter exists.
9001,0,정의되지 않은 파라미터가 존재합니다.,An undefined parameter exists.
9002,0,선언이 잘못된 파라미터가 있습니다.,An misdeclared parameter exists.
9003,0,잘못된 요청입니다.,Invalid request.
9004,0,비정상적인 요청입니다.,Wrong request.
9005,0,사용하지 않음,Not in use
9100,0,정의되지 않은 서버 오류,Undefined Server Error
5035,0,유저 정보를 찾을 수 없습니다.,User information cannot be found.
4114,0,게스트 계정은 NFT를 이용할 수 없습니다.,Guest accounts cannot use NFT.
4115,0,NFT 아이템이 아닙니다.,This is not an NFT item.
4116,0,시스템 에러가 발생했습니다.,A system error occurred.
4117,0,시스템 에러가 발생했습니다.,A system error occurred.
4118,0,유저 정보를 찾을 수 없습니다.,User information cannot be found.
4119,0,NFT 지갑 정보가 없습니다.,There is no NFT wallet information.
4120,0,유저 아이템 정보를 찾을 수 없습니다.,User item information cannot be found.
4121,0,유저 아이템 정보를 찾을 수 없습니다.,User item information cannot be found.
4122,0,다이아가 부족합니다.,There are not enough diamonds.
4123,0,더 이상 출금할 수 없습니다.,You can no longer withdraw diamonds.
4124,0,시스템 에러가 발생했습니다.,A system error occurred.
4125,0,유저 정보를 찾을 수 없습니다.,User information cannot be found.
4126,0,시스템 에러가 발생했습니다.,A system error occurred.
4127,0,시스템 에러가 발생했습니다.,A system error occurred.
4128,0,시스템 에러가 발생했습니다.,A system error occurred.
4129,0,시스템 에러가 발생했습니다.,A system error occurred.
1206,0,같은 닉네임이 존재합니다.,The same nickname exists.
20022,0,잘못된 접근입니다.,The wrong approach.
4130,0,아이템 데이터를 찾을 수 없습니다.,Item data cannot be found.
4131,0,N등급 캐릭터는 내보내기를 할 수 없습니다.,N grade characters cannot be exported.
4132,0,N등급 동료는 내보내기를 할 수 없습니다.,N grade partners cannot be exported.
